,CustomerID,BikeBuyer,AvgMonthSpend,MiddleName,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated
122,22070,0,57.71,J,2823 Pheasant Court,0,Colma,California,United States,94014,317-555-0129,1983-07-02,Bachelors,Management,M,M,1,3,0,0,102869,2017-03-06
123,13303,1,54.24,A,5896 Mt. Dell,0,Oak Bay,British Columbia,Canada,V8P,507-555-0129,1975-10-04,High School,Skilled Manual,M,M,1,1,1,2,62293,2017-03-06
124,27822,1,48.11,L,3663 Palm Avenue,0,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0156,1982-03-18,Partial College,Manual,M,S,0,1,0,0,34607,2017-03-06
125,14908,1,50.06,A,2627 Holiday Hills Drive,0,Bremerton,Washington,United States,98312,971-555-0198,1976-07-09,Partial College,Skilled Manual,F,M,1,2,1,2,53042,2017-03-06
126,27981,0,55.41,R,9748 Sutherland Dr,0,Melton,Victoria,Australia,3337,1 (11) 500 555-0141,1991-02-03,Bachelors,Management,F,S,0,1,0,0,106195,2017-03-06
127,15995,1,51.7,L,6432 Maywood Ln.,0,Downey,California,United States,90241,747-555-0147,1972-05-26,Partial College,Management,F,M,1,2,0,2,106360,2017-03-06
128,23808,1,54.03,A,6836 Somerset Pl.,0,Lincoln Acres,California,United States,91950,671-555-0133,1978-05-08,Partial College,Management,M,M,1,2,1,1,110288,2017-03-06
129,18679,1,52.71,C,2306 Hillridge Way,0,Renton,Washington,United States,98055,313-555-0183,1992-07-26,Graduate Degree,Management,M,S,0,1,0,0,112590,2017-03-06
130,23721,1,52.73,M,5301 Northwood Drive,0,Downey,California,United States,90241,668-555-0134,1969-07-23,Partial College,Manual,M,M,1,0,1,2,30844,2017-03-06
131,21351,0,51.0,A,7798 Longbrood Way,0,Lakewood,California,United States,90712,387-555-0129,1960-07-27,Graduate Degree,Management,M,M,1,2,0,3,109611,2017-03-06
132,17867,1,52.96,A,9111 Almondwood Drive,0,Sooke,British Columbia,Canada,V0,934-555-0160,1987-01-06,Partial College,Management,F,S,1,2,0,0,111685,2017-03-06
133,16907,1,49.14,J,8836 First Ave.,0,National City,California,United States,91950,195-555-0135,1959-03-21,Graduate Degree,Manual,F,S,1,0,1,1,30259,2017-03-06
134,20288,0,52.62,A,6510 Hacienda Drive,0,Imperial Beach,California,United States,91932,109-555-0143,1996-01-23,Partial College,Clerical,M,S,0,2,0,0,82339,2017-03-06
135,22874,1,61.12,A,1117 Ashford Court,0,Burien,Washington,United States,98168,257-555-0161,1981-10-10,High School,Clerical,M,S,1,1,0,0,87633,2017-03-06
136,20681,1,51.66,L,3413 Sequoia Woods Pl.,0,Burlingame,California,United States,94010,508-555-0110,1989-04-28,Graduate Degree,Clerical,M,S,0,1,0,0,80782,2017-03-06
137,15370,1,48.74,K,2080 Mountain View Dr.,0,Lebanon,Oregon,United States,97355,830-555-0114,1976-07-03,Partial College,Skilled Manual,F,M,1,1,0,2,57125,2017-03-06
138,22593,1,50.33,C,"22, avenue de Malakoff",0,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0170,1980-09-16,Bachelors,Skilled Manual,M,S,0,2,0,0,56092,2017-03-06
139,11884,1,52.71,S,2328 Sand View Way,0,Ballard,Washington,United States,98107,390-555-0186,1979-04-26,Graduate Degree,Professional,F,M,1,2,0,0,131943,2017-03-06
140,25021,0,50.78,K,20 Chestnut Ave,0,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0126,1970-02-04,Partial High School,Skilled Manual,M,M,1,2,0,2,52627,2017-03-06
141,15982,0,53.52,A,2922 Vista Way,0,Beverly Hills,California,United States,90210,959-555-0164,1980-05-22,Partial College,Manual,M,M,1,1,0,2,26331,2017-03-06
142,19088,0,48.73,L,5405 Glenellen Court,0,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0197,1994-11-02,Bachelors,Manual,M,S,0,1,0,0,27908,2017-03-06
143,19331,0,60.78,F,Hochstr 8777,0,Berlin,Hamburg,Germany,14111,1 (11) 500 555-0193,1985-09-03,High School,Skilled Manual,M,S,0,1,0,0,56751,2017-03-06
144,16587,1,57.06,A,Herzogstr 4662,0,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0190,1973-09-11,Bachelors,Manual,M,M,1,1,1,2,32619,2017-03-06
145,11260,0,51.26,L,7085 Solano Drive,0,Burlingame,California,United States,94010,507-555-0132,1985-04-12,Bachelors,Management,F,M,1,3,0,0,105983,2017-03-06
