,CustomerID,BikeBuyer,AvgMonthSpend,MiddleName,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,PhoneNumber,BirthDate,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated,CountryRegionName_Australia,CountryRegionName_Canada,CountryRegionName_France,CountryRegionName_Germany,CountryRegionName_United Kingdom,CountryRegionName_United States,Education_Bachelors,Education_Graduate Degree,Education_High School,Education_Partial College,Education_Partial High School
63,20232,1,54.19,L,867 Calico Way,0,Hobart,Tasmania,7001,1 (11) 500 555-0166,11-05-1984,Skilled Manual,1,0,1,Medium,1,2,Low,06-03-2017,1,0,0,0,0,0,1,0,0,0,0
64,15029,0,55.8,W,5572 Running Springs Road,0,Wollongong,New South Wales,2500,1 (11) 500 555-0199,04-06-1999,Management,1,1,0,Low,0,0,High,06-03-2017,1,0,0,0,0,0,0,0,0,1,0
65,28907,0,48.95,A,1156 Dublin Court,0,Runcorn,England,TY31,1 (11) 500 555-0111,19-02-1971,Manual,1,0,1,Low,0,2,Low,06-03-2017,0,0,0,0,1,0,0,0,0,1,0
66,11887,1,55.26,A,8656 Lakespring Place,0,Coronado,California,92118,149-555-0116,05-04-1978,Skilled Manual,1,0,1,Medium,2,2,Low,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
67,16809,1,51.75,A,3910 Fawn Glen Circle,0,Redwood City,California,94063,532-555-0181,24-06-1970,Management,0,1,1,Medium,0,0,High,06-03-2017,0,0,0,0,0,1,0,0,0,1,0
68,18033,1,51.48,W,Postfach 44 11 11,0,Solingen,Nordrhein-Westfalen,42651,1 (11) 500 555-0193,20-05-1996,Clerical,0,1,0,Medium,0,0,Medium,06-03-2017,0,0,0,1,0,0,0,0,0,1,0
69,27605,1,55.34,A,5656 Via Delaware,0,Sedro Woolley,Washington,98284,455-555-0163,22-01-1977,Skilled Manual,1,0,1,Low,2,2,Low,06-03-2017,0,0,0,0,0,1,0,0,1,0,0
70,14106,1,51.97,A,9391 80th St,0,Oakland,California,94611,976-555-0182,13-01-1996,Skilled Manual,0,1,0,Medium,0,0,Low,06-03-2017,0,0,0,0,0,1,0,0,0,1,0
71,29293,1,54.5,A,7717 Amador Valley Blvd.,0,Hawthorne,Queensland,4171,1 (11) 500 555-0113,02-06-1987,Management,1,1,1,Medium,0,0,High,06-03-2017,1,0,0,0,0,0,1,0,0,0,0
72,17669,1,48.12,N,8490 Longbrood Way,0,Sedro Woolley,Washington,98284,196-555-0192,10-10-1976,Manual,0,0,1,,1,1,Low,06-03-2017,0,0,0,0,0,1,0,0,1,0,0
73,23540,0,57.27,A,324 Mepham Dr.,0,Gold Coast,Queensland,4217,1 (11) 500 555-0119,05-02-1982,Skilled Manual,1,1,0,Low,0,0,Low,06-03-2017,1,0,0,0,0,0,0,0,0,1,0
74,19710,0,54.25,S,7886 Ruth Drive,0,Port Hammond,British Columbia,V6B 3P7,223-555-0195,07-10-1980,Clerical,0,1,1,Medium,0,0,Medium,06-03-2017,0,1,0,0,0,0,0,0,0,1,0
75,21495,0,53.22,A,8225 Hidden Oak Ct,0,Olympia,Washington,98501,525-555-0165,02-08-1971,Manual,1,0,1,Low,2,2,Low,06-03-2017,0,0,0,0,0,1,0,0,1,0,0
76,14773,1,52.19,A,"7, route de Marseille",0,Villeneuve-d'Ascq,Nord,59491,1 (11) 500 555-0136,27-04-1988,Clerical,1,0,1,Low,1,1,Medium,06-03-2017,0,0,1,0,0,0,0,1,0,0,0
77,29082,0,46.19,L,868 Aspen Dr.,0,Wollongong,New South Wales,2500,1 (11) 500 555-0143,22-01-1969,Manual,0,1,1,,0,0,Low,06-03-2017,1,0,0,0,0,0,0,0,0,0,1
78,14021,0,45.76,A,2676 Santa Fe Street,0,Kirkland,Washington,98033,590-555-0195,02-11-1995,Manual,0,1,0,,0,0,Low,06-03-2017,0,0,0,0,0,1,0,0,0,1,0
79,23689,1,50.02,D,7034 Carson,0,West Covina,California,91791,155-555-0190,26-02-1967,Manual,0,0,1,,1,2,Low,06-03-2017,0,0,0,0,0,1,0,0,1,0,0
80,13485,1,53.77,J,288 Almaden Dr.,0,Chula Vista,California,91910,599-555-0119,25-10-1957,Clerical,1,0,1,Low,2,2,Medium,06-03-2017,0,0,0,0,0,1,0,1,0,0,0
81,14179,0,51.62,J,Lützowplatz 5538,0,Braunschweig,Nordrhein-Westfalen,38001,1 (11) 500 555-0140,26-04-1966,Clerical,0,1,1,Low,1,1,Medium,06-03-2017,0,0,0,1,0,0,1,0,0,0,0
82,15084,0,50.42,A,Winterfeldtstr 2529,0,Kassel,Hessen,34117,1 (11) 500 555-0186,20-09-1989,Manual,0,1,0,Low,0,0,Low,06-03-2017,0,0,0,1,0,0,0,1,0,0,0
83,27193,0,52.17,V,6885 Auburn,0,Lincoln Acres,California,91950,623-555-0156,18-05-1994,Professional,1,1,0,Medium,0,0,High,06-03-2017,0,0,0,0,0,1,0,1,0,0,0
84,20423,0,53.1,H,7405 Jacqueline Drive,0,Wollongong,New South Wales,2500,1 (11) 500 555-0147,10-10-1972,Skilled Manual,0,1,1,Low,0,0,Low,06-03-2017,1,0,0,0,0,0,0,0,1,0,0
85,18300,1,50.64,L,3381 Paso Nogal,0,Cloverdale,South Australia,6105,1 (11) 500 555-0148,12-07-1981,Clerical,0,0,1,,1,2,Medium,06-03-2017,1,0,0,0,0,0,0,0,0,1,0
86,21781,1,52.48,A,2096 Trinity Ave.,0,Lynnwood,Washington,98036,432-555-0138,22-06-1967,Professional,1,0,1,Medium,0,2,High,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
87,28780,1,52.85,L,1874 Orchid Ct,0,Seattle,Washington,98104,844-555-0182,07-01-1976,Skilled Manual,0,0,1,Low,2,2,Low,06-03-2017,0,0,0,0,0,1,0,0,0,0,1
88,25162,1,59.52,D,9634 S. Silver Spring,0,Torrance,California,90505,729-555-0131,11-11-1984,Management,1,1,1,Medium,0,0,High,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
89,11345,1,53.81,A,"6, rue de l´Esplanade",0,Tremblay-en-France,Seine Saint Denis,93290,1 (11) 500 555-0111,12-03-1977,Management,0,1,1,Medium,0,0,High,06-03-2017,0,0,1,0,0,0,0,0,0,1,0
90,22539,0,52.65,D,3001 Mt. Etna,0,Woolston,England,WA1 4SY,1 (11) 500 555-0177,11-03-1993,Skilled Manual,1,1,0,Low,0,0,Low,06-03-2017,0,0,0,0,1,0,0,0,0,0,1
91,26226,1,51.69,C,Zimmerstr 57,0,München,Nordrhein-Westfalen,80074,1 (11) 500 555-0182,22-11-1992,Management,0,0,1,Medium,0,1,High,06-03-2017,0,0,0,1,0,0,0,0,0,1,0
92,22654,0,56.39,A,"8, rue de la Comédie",0,Colombes,Hauts de Seine,92700,1 (11) 500 555-0112,22-09-1985,Manual,1,1,0,Low,0,0,Low,06-03-2017,0,0,1,0,0,0,0,0,1,0,0
93,20389,0,50.62,A,5627 Crystal Avenue,0,Ballard,Washington,98107,461-555-0172,05-02-1960,Clerical,1,0,1,Medium,0,3,Medium,06-03-2017,0,0,0,0,0,1,0,1,0,0,0
94,27716,1,57.61,E,9993 Oak Grove Rd.,0,Lavender Bay,New South Wales,2060,1 (11) 500 555-0145,03-10-1981,Skilled Manual,1,1,0,Medium,0,0,Low,06-03-2017,1,0,0,0,0,0,0,0,0,1,0
95,23670,0,47.02,D,6985 Matterhorn Ct,0,Salem,Oregon,97301,647-555-0186,05-12-1958,Manual,0,0,1,Low,1,2,Low,06-03-2017,0,0,0,0,0,1,0,1,0,0,0
96,28410,0,48.54,R,466 Ranch Road,0,Bracknell,England,RG12 8TB,1 (11) 500 555-0121,21-04-1997,Skilled Manual,0,0,0,Medium,0,0,Low,06-03-2017,0,0,0,0,1,0,0,0,1,0,0
97,21755,1,56.63,R,2581 Browse Ct,0,Coronado,California,92118,703-555-0112,24-03-1963,Professional,1,0,1,Medium,1,2,High,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
98,12254,0,50.09,A,"100, rue des Rosiers",0,Pantin,Seine Saint Denis,93500,1 (11) 500 555-0134,26-02-1963,Clerical,1,1,1,Medium,0,1,Medium,06-03-2017,0,0,1,0,0,0,0,0,0,1,0
99,17082,0,52.78,W,Moritzstr 32,0,Hamburg,Hamburg,20354,1 (11) 500 555-0129,23-05-1994,Management,0,1,0,Low,0,0,High,06-03-2017,0,0,0,1,0,0,0,0,0,1,0
100,25122,1,51.61,L,5527 Liscome Way,0,Bendigo,Victoria,3550,1 (11) 500 555-0167,16-03-1987,Management,0,1,1,Medium,0,0,High,06-03-2017,1,0,0,0,0,0,0,1,0,0,0
101,25619,1,48.05,C,"65, avenue du Port",0,Tremblay-en-France,Seine Saint Denis,93290,1 (11) 500 555-0176,23-03-1988,Skilled Manual,1,0,0,,1,1,Low,06-03-2017,0,0,1,0,0,0,1,0,0,0,0
102,24940,0,48.53,A,7559 Worth Ct.,0,Concord,California,94519,327-555-0191,26-06-1960,Skilled Manual,1,0,1,Medium,0,2,Low,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
103,13117,0,48.33,A,9236 Hanson Lane,0,Sydney,New South Wales,1002,1 (11) 500 555-0122,11-01-1986,Manual,0,1,0,Low,0,0,Low,06-03-2017,1,0,0,0,0,0,0,1,0,0,0
104,12460,1,54.89,A,9838 Westchester Pl.,0,London,England,W1Y 3RA,1 (11) 500 555-0140,23-11-1988,Management,0,1,0,Medium,0,0,High,06-03-2017,0,0,0,0,1,0,1,0,0,0,0
105,13619,0,51.31,A,6111 Guadalajara,0,Rhodes,New South Wales,2138,1 (11) 500 555-0173,11-05-1996,Management,1,0,1,,0,0,High,06-03-2017,1,0,0,0,0,0,1,0,0,0,0
106,23455,0,50.51,R,4217 Fairlane Place,0,Royal Oak,British Columbia,V8X,884-555-0158,14-03-1976,Manual,1,1,0,Low,0,0,Low,06-03-2017,0,1,0,0,0,0,0,0,0,0,1
107,20986,1,50.25,L,9669 Alhambra Court,0,Brisbane,Queensland,4000,1 (11) 500 555-0171,27-04-1997,Clerical,0,0,0,,0,0,Medium,06-03-2017,1,0,0,0,0,0,0,0,1,0,0
108,26141,1,56.85,A,3632 Ramsay Circle,0,Townsville,Queensland,4810,1 (11) 500 555-0125,27-09-1986,Management,1,1,1,Medium,0,0,High,06-03-2017,1,0,0,0,0,0,0,1,0,0,0
109,19074,1,50.94,A,"9967, rue de Terre Neuve",0,Colomiers,Garonne (Haute),31770,1 (11) 500 555-0174,11-05-1968,Skilled Manual,0,0,1,Low,2,2,Low,06-03-2017,0,0,1,0,0,0,0,0,0,0,1
110,23214,1,54.67,W,6781 San Jose Ave,0,Lemon Grove,California,91945,863-555-0157,21-11-1983,Professional,0,0,1,Medium,1,2,High,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
111,11313,1,55.61,A,4697 Yosemite Dr.,0,Port Orchard,Washington,98366,120-555-0129,27-02-1973,Professional,1,1,1,Medium,0,0,High,06-03-2017,0,0,0,0,0,1,0,1,0,0,0
112,26113,1,54.2,L,3598 Walnut Place,0,Oak Bay,British Columbia,V8P,177-555-0164,13-03-1973,Professional,0,1,1,Medium,0,0,High,06-03-2017,0,1,0,0,0,0,0,1,0,0,0
113,15865,0,49.68,M,2807 Charlotte Court,0,Palo Alto,California,94303,806-555-0193,14-04-1991,Skilled Manual,0,1,0,Low,0,0,Low,06-03-2017,0,0,0,0,0,1,0,0,1,0,0
114,25060,0,54.55,R,6472 Loveridge Circle,0,Coronado,California,92118,854-555-0195,17-01-1993,Management,1,1,0,Low,0,0,High,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
115,17902,0,54.11,D,Welt Platz 2,0,Stuttgart,Saarland,70511,1 (11) 500 555-0118,04-03-1962,Clerical,0,0,1,Low,1,2,Medium,06-03-2017,0,0,0,1,0,0,0,0,0,1,0
116,27898,0,49.58,A,"4, rue Philibert-Delorme",0,Saint Germain en Laye,Yveline,78100,1 (11) 500 555-0169,08-06-1980,Clerical,0,0,1,Medium,0,2,Medium,06-03-2017,0,0,1,0,0,0,1,0,0,0,0
117,19921,0,53.03,L,Postfach 66 07 00,0,München,Hamburg,80074,1 (11) 500 555-0110,05-02-1966,Management,0,1,1,Medium,0,1,High,06-03-2017,0,0,0,1,0,0,1,0,0,0,0
118,21186,0,56.24,Z,2168 Terra Calitina,0,Brisbane,Queensland,4000,1 (11) 500 555-0144,04-02-1985,Skilled Manual,1,1,0,Low,0,0,Low,06-03-2017,1,0,0,0,0,0,1,0,0,0,0
119,19129,1,52.27,A,1673 Kiska Court,0,Los Angeles,California,90012,198-555-0191,24-10-1990,Clerical,1,0,1,Medium,1,2,Medium,06-03-2017,0,0,0,0,0,1,0,1,0,0,0
120,25626,0,47.28,R,149 Valley Blvd.,0,Gateshead,England,GA10,1 (11) 500 555-0117,21-05-1984,Manual,0,0,0,,0,1,Low,06-03-2017,0,0,0,0,1,0,0,0,0,0,1
121,15009,0,51.54,A,3175 Olivera Rd.,0,Redmond,Washington,98052,312-555-0187,10-06-1997,Clerical,0,1,0,Low,0,0,Medium,06-03-2017,0,0,0,0,0,1,0,0,0,1,0
122,22070,0,57.71,J,2823 Pheasant Court,0,Colma,California,94014,317-555-0129,02-07-1983,Management,1,0,1,Medium,0,0,High,06-03-2017,0,0,0,0,0,1,1,0,0,0,0
123,13303,1,54.24,A,5896 Mt. Dell,0,Oak Bay,British Columbia,V8P,507-555-0129,04-10-1975,Skilled Manual,1,0,1,Low,1,2,Low,06-03-2017,0,1,0,0,0,0,0,0,1,0,0
